b'id',b'key',b'value',b'type' 
b'19087244',b'highway',b'residential',b'regular'
b'19087244',b'cfcc',b'A41',b'tiger'
b'19087244',b'tlid',b'12627500',b'tiger'
b'19087244',b'county',"b'Huron, OH'",b'tiger'
b'19087244',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'19087244',b'reviewed',b'no',b'tiger'
b'19087244',b'separated',b'no',b'tiger'
b'19087244',b'upload_uuid',b'bulk_upload.pl-3deb393c-2e64-47bc-b3f2-e889c9889128',b'tiger'
b'19088714',b'highway',b'residential',b'regular'
b'19088714',b'cfcc',b'A41',b'tiger'
b'19088714',b'tlid',b'12624999',b'tiger'
b'19088714',b'county',"b'Huron, OH'",b'tiger'
b'19088714',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'19088714',b'reviewed',b'no',b'tiger'
b'19088714',b'separated',b'no',b'tiger'
b'19088714',b'upload_uuid',b'bulk_upload.pl-3deb393c-2e64-47bc-b3f2-e889c9889128',b'tiger'
b'19090232',b'highway',b'residential',b'regular'
b'19090232',b'cfcc',b'A41',b'tiger'
b'19090232',b'tlid',b'12625781',b'tiger'
b'19090232',b'county',"b'Huron, OH'",b'tiger'
b'19090232',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'19090232',b'reviewed',b'no',b'tiger'
b'19090232',b'separated',b'no',b'tiger'
b'19090232',b'upload_uuid',b'bulk_upload.pl-3deb393c-2e64-47bc-b3f2-e889c9889128',b'tiger'
b'19091207',b'highway',b'residential',b'regular'
b'19091207',b'cfcc',b'A41',b'tiger'
b'19091207',b'tlid',b'12630251',b'tiger'
b'19091207',b'county',"b'Huron, OH'",b'tiger'
b'19091207',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'19091207',b'reviewed',b'no',b'tiger'
b'19091207',b'separated',b'no',b'tiger'
b'19091207',b'upload_uuid',b'bulk_upload.pl-3deb393c-2e64-47bc-b3f2-e889c9889128',b'tiger'
b'19092099',b'access',b'private',b'regular'
b'19092099',b'highway',b'service',b'regular'
b'19092099',b'cfcc',b'A74',b'tiger'
b'19092099',b'tlid',b'12628437:12628438:12628439',b'tiger'
b'19092099',b'county',"b'Huron, OH'",b'tiger'
b'19092099',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'19092099',b'reviewed',b'no',b'tiger'
b'19092099',b'upload_uuid',b'bulk_upload.pl-3deb393c-2e64-47bc-b3f2-e889c9889128',b'tiger'
b'19092953',b'name',b'Fitchville River Road South',b'regular'
b'19092953',b'name_1',b'County Highway 60',b'regular'
b'19092953',b'highway',b'residential',b'regular'
b'19092953',b'cfcc',b'A41',b'tiger'
b'19092953',b'county',"b'Huron, OH'",b'tiger'
b'19092953',b'reviewed',b'no',b'tiger'
b'19092953',b'zip_left',b'44851',b'tiger'
b'19092953',b'name_base',b'Fitchville River',b'tiger'
b'19092953',b'name_type',b'Rd',b'tiger'
b'19092953',b'zip_right',b'44851',b'tiger'
b'19092953',b'name_base_1',b'County Highway 60',b'tiger'
b'19092953',b'name_direction_suffix',b'S',b'tiger'
b'19094237',b'ref',b'SR 303',b'regular'
b'19094237',b'name',b'Hyde St',b'regular'
b'19094237',b'highway',b'secondary',b'regular'
b'19094237',b'cfcc',b'A21',b'tiger'
b'19094237',b'tlid',b'12608745',b'tiger'
b'19094237',b'county',"b'Huron, OH'",b'tiger'
b'19094237',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'19094237',b'reviewed',b'no',b'tiger'
b'19094237',b'zip_left',b'44889',b'tiger'
b'19094237',b'name_base',b'United States Highway 20',b'tiger'
b'19094237',b'separated',b'no',b'tiger'
b'19094237',b'zip_right',b'44889',b'tiger'
b'19094237',b'name_base_1',b'United States Route 20',b'tiger'
b'19094237',b'name_base_2',b'Hyde',b'tiger'
b'19094237',b'name_type_2',b'St',b'tiger'
b'19094237',b'upload_uuid',b'bulk_upload.pl-3deb393c-2e64-47bc-b3f2-e889c9889128',b'tiger'
b'19094237',b'name_direction_suffix',b'E',b'tiger'
b'19124341',b'name',b'Slife Road',b'regular'
b'19124341',b'name_1',b'Township Highway 168',b'regular'
b'19124341',b'highway',b'residential',b'regular'
b'19124341',b'cfcc',b'A41',b'tiger'
b'19124341',b'county',"b'Lorain, OH'",b'tiger'
b'19124341',b'reviewed',b'no',b'tiger'
b'19124341',b'zip_left',b'44050',b'tiger'
b'19124341',b'name_base',b'Slife',b'tiger'
b'19124341',b'name_type',b'Rd',b'tiger'
b'19124341',b'zip_right',b'44050',b'tiger'
b'19124341',b'name_base_1',b'Township Highway 168',b'tiger'
b'19124569',b'gauge',b'1435',b'regular'
b'19124569',b'railway',b'rail',b'regular'
b'19124569',b'service',b'spur',b'regular'
b'19124569',b'cfcc',b'B11',b'tiger'
b'19124569',b'electrified',b'no',b'regular'
b'19124569',b'county',"b'Lorain, OH'",b'tiger'
b'19124569',b'reviewed',b'no',b'tiger'
b'19124789',b'gauge',b'1435',b'regular'
b'19124789',b'railway',b'rail',b'regular'
b'19124789',b'service',b'spur',b'regular'
b'19124789',b'cfcc',b'B11',b'tiger'
b'19124789',b'electrified',b'no',b'regular'
b'19124789',b'county',"b'Lorain, OH'",b'tiger'
b'19124789',b'reviewed',b'no',b'tiger'
b'19124985',b'highway',b'residential',b'regular'
b'19124985',b'cfcc',b'A41',b'tiger'
b'19124985',b'tlid',b'55441500',b'tiger'
b'19124985',b'county',"b'Lorain, OH'",b'tiger'
b'19124985',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'19124985',b'reviewed',b'no',b'tiger'
b'19124985',b'separated',b'no',b'tiger'
b'19124985',b'upload_uuid',b'bulk_upload.pl-9d620663-9ba6-457b-b1f4-ee01d0aaf2ff',b'tiger'
b'19125188',b'gauge',b'1435',b'regular'
b'19125188',b'railway',b'rail',b'regular'
b'19125188',b'service',b'spur',b'regular'
b'19125188',b'cfcc',b'B11',b'tiger'
b'19125188',b'electrified',b'no',b'regular'
b'19125188',b'county',"b'Lorain, OH'",b'tiger'
b'19125188',b'reviewed',b'no',b'tiger'
b'19125383',b'highway',b'residential',b'regular'
b'19125383',b'cfcc',b'A41',b'tiger'
b'19125383',b'tlid',b'55451330:55443196:55451084:55441391:55451085:55451086',b'tiger'
b'19125383',b'county',"b'Lorain, OH'",b'tiger'
b'19125383',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'19125383',b'reviewed',b'no',b'tiger'
b'19125383',b'separated',b'no',b'tiger'
b'19125383',b'upload_uuid',b'bulk_upload.pl-9d620663-9ba6-457b-b1f4-ee01d0aaf2ff',b'tiger'
b'19125568',b'highway',b'residential',b'regular'
b'19125568',b'cfcc',b'A41',b'tiger'
b'19125568',b'county',"b'Lorain, OH'",b'tiger'
b'19125568',b'reviewed',b'no',b'tiger'
b'19125765',b'highway',b'residential',b'regular'
b'19125765',b'cfcc',b'A41',b'tiger'
b'19125765',b'county',"b'Lorain, OH'",b'tiger'
b'19125765',b'reviewed',b'no',b'tiger'
b'19125927',b'highway',b'service',b'regular'
b'19126136',b'highway',b'residential',b'regular'
b'19126136',b'cfcc',b'A41',b'tiger'
b'19126136',b'tlid',b'55441401',b'tiger'
b'19126136',b'county',"b'Lorain, OH'",b'tiger'
b'19126136',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'19126136',b'reviewed',b'no',b'tiger'
b'19126136',b'separated',b'no',b'tiger'
b'19126136',b'upload_uuid',b'bulk_upload.pl-9d620663-9ba6-457b-b1f4-ee01d0aaf2ff',b'tiger'
b'19126325',b'highway',b'residential',b'regular'
b'19126325',b'cfcc',b'A41',b'tiger'
b'19126325',b'tlid',b'55440237:55439930',b'tiger'
b'19126325',b'county',"b'Lorain, OH'",b'tiger'
b'19126325',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'19126325',b'reviewed',b'no',b'tiger'
b'19126325',b'separated',b'no',b'tiger'
b'19126325',b'upload_uuid',b'bulk_upload.pl-9d620663-9ba6-457b-b1f4-ee01d0aaf2ff',b'tiger'
b'19126513',b'gauge',b'1435',b'regular'
b'19126513',b'railway',b'rail',b'regular'
b'19126513',b'service',b'spur',b'regular'
b'19126513',b'cfcc',b'B11',b'tiger'
b'19126513',b'electrified',b'no',b'regular'
b'19126513',b'county',"b'Lorain, OH'",b'tiger'
b'19126513',b'reviewed',b'no',b'tiger'
b'19126691',b'highway',b'residential',b'regular'
b'19126691',b'cfcc',b'A63',b'tiger'
b'19126691',b'tlid',b'55411950',b'tiger'
b'19126691',b'county',"b'Lorain, OH'",b'tiger'
b'19126691',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'19126691',b'reviewed',b'no',b'tiger'
b'19126691',b'upload_uuid',b'bulk_upload.pl-9d620663-9ba6-457b-b1f4-ee01d0aaf2ff',b'tiger'
b'19126870',b'name',b'Winthrop Drive',b'regular'
b'19126870',b'highway',b'residential',b'regular'
b'19126870',b'cfcc',b'A41',b'tiger'
b'19126870',b'county',"b'Lorain, OH'",b'tiger'
b'19126870',b'reviewed',b'no',b'tiger'
b'19126870',b'zip_left',b'44035',b'tiger'
b'19126870',b'name_base',b'Winthrop',b'tiger'
b'19126870',b'name_type',b'Dr',b'tiger'
b'19126870',b'zip_right',b'44035',b'tiger'
b'19127086',b'name',b'South Avenue',b'regular'
b'19127086',b'highway',b'residential',b'regular'
b'19127086',b'cfcc',b'A41',b'tiger'
b'19127086',b'county',"b'Lorain, OH'",b'tiger'
b'19127086',b'reviewed',b'no',b'tiger'
b'19127086',b'name_base',b'South',b'tiger'
b'19127086',b'name_type',b'Ave',b'tiger'
b'19127281',b'name',b'Woodcrest Court',b'regular'
b'19127281',b'highway',b'residential',b'regular'
b'19127281',b'cfcc',b'A41',b'tiger'
b'19127281',b'county',"b'Lorain, OH'",b'tiger'
b'19127281',b'reviewed',b'no',b'tiger'
b'19127281',b'zip_left',b'44035',b'tiger'
b'19127281',b'name_base',b'Woodcrest',b'tiger'
b'19127281',b'name_type',b'Ct',b'tiger'
b'19127281',b'zip_right',b'44035',b'tiger'
b'19127532',b'hgv',b'designated',b'regular'
b'19127532',b'ref',b'SR 18',b'regular'
b'19127532',b'name',b'East Herrick Avenue',b'regular'
b'19127532',b'highway',b'primary',b'regular'
b'19127532',b'cfcc',b'A31',b'tiger'
b'19127532',b'fap',b'67',b'old_ref'
b'19127532',b'county',"b'Lorain, OH'",b'tiger'
b'19127532',b'reviewed',b'no',b'tiger'
b'19127532',b'name_base',b'Herrick',b'tiger'
b'19127532',b'name_type',b'Ave',b'tiger'
b'19127532',b'name_base_1',b'State Route 18',b'tiger'
b'19127532',b'old_ref:fap',b'ODOT http://www.dot.state.oh.us/Divisions/Planning/TechServ/prod_services/Pages/RI06.aspx http://www.dot.state.oh.us/Divisions/ContractAdmin/Contracts/Pages/NHS-FAP.aspx',b'source'
b'19127532',b'national_network',b'yes',b'hgv'
b'19127532',b'hgv:national_network',b'Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23',b'source'
b'19127532',b'name_direction_prefix',b'E',b'tiger'
b'19127719',b'name',b'West 14th Street',b'regular'
b'19127719',b'highway',b'residential',b'regular'
b'19127719',b'cfcc',b'A41',b'tiger'
b'19127719',b'county',"b'Lorain, OH'",b'tiger'
b'19127719',b'reviewed',b'no',b'tiger'
b'19127719',b'zip_left',b'44052',b'tiger'
b'19127719',b'name_base',b'14th',b'tiger'
b'19127719',b'name_type',b'St',b'tiger'
b'19127719',b'zip_right',b'44052',b'tiger'
b'19127719',b'name_direction_prefix',b'W',b'tiger'
b'19127911',b'name',b'East 29th Street',b'regular'
b'19127911',b'highway',b'residential',b'regular'
b'19127911',b'cfcc',b'A41',b'tiger'
b'19127911',b'county',"b'Lorain, OH'",b'tiger'
b'19127911',b'reviewed',b'no',b'tiger'
b'19127911',b'zip_left',b'44055',b'tiger'
b'19127911',b'name_base',b'29th',b'tiger'
b'19127911',b'name_type',b'St',b'tiger'
b'19127911',b'zip_right',b'44055',b'tiger'
b'19127911',b'name_direction_prefix',b'E',b'tiger'
b'19128168',b'name',b'Woodstone Circle',b'regular'
b'19128168',b'highway',b'residential',b'regular'
b'19128168',b'cfcc',b'A41',b'tiger'
b'19128168',b'county',"b'Lorain, OH'",b'tiger'
b'19128168',b'reviewed',b'no',b'tiger'
b'19128168',b'zip_left',b'44039',b'tiger'
b'19128168',b'name_base',b'Woodstone',b'tiger'
b'19128168',b'name_type',b'Cir',b'tiger'
b'19128168',b'zip_right',b'44039',b'tiger'
b'19128428',b'name',b'Cedar Brook Drive',b'regular'
b'19128428',b'highway',b'residential',b'regular'
b'19128428',b'cfcc',b'A41',b'tiger'
b'19128428',b'county',"b'Lorain, OH'",b'tiger'
b'19128428',b'reviewed',b'no',b'tiger'
b'19128428',b'zip_left',b'44035',b'tiger'
b'19128428',b'name_base',b'Cedar Brook',b'tiger'
b'19128428',b'name_type',b'Dr',b'tiger'
b'19128428',b'zip_right',b'44035',b'tiger'
b'19128695',b'name',b'Brownstone Circle',b'regular'
b'19128695',b'highway',b'residential',b'regular'
b'19128695',b'cfcc',b'A41',b'tiger'
b'19128695',b'county',"b'Lorain, OH'",b'tiger'
b'19128695',b'reviewed',b'no',b'tiger'
b'19128695',b'name_base',b'Brownstone',b'tiger'
b'19128695',b'name_type',b'Cir',b'tiger'
b'19128929',b'name',b'West 24th Street',b'regular'
b'19128929',b'highway',b'residential',b'regular'
b'19128929',b'cfcc',b'A41',b'tiger'
b'19128929',b'county',"b'Lorain, OH'",b'tiger'
b'19128929',b'reviewed',b'no',b'tiger'
b'19128929',b'zip_left',b'44052',b'tiger'
b'19128929',b'name_base',b'24th',b'tiger'
b'19128929',b'name_type',b'St',b'tiger'
b'19128929',b'zip_right',b'44052',b'tiger'
b'19128929',b'name_direction_prefix',b'W',b'tiger'
b'19129173',b'name',b'East 39th Street',b'regular'
b'19129173',b'highway',b'residential',b'regular'
b'19129173',b'cfcc',b'A41',b'tiger'
b'19129173',b'county',"b'Lorain, OH'",b'tiger'
b'19129173',b'reviewed',b'no',b'tiger'
b'19129173',b'zip_left',b'44055',b'tiger'
b'19129173',b'name_base',b'39th',b'tiger'
b'19129173',b'name_type',b'St',b'tiger'
b'19129173',b'zip_right',b'44055',b'tiger'
b'19129173',b'name_direction_prefix',b'E',b'tiger'
b'19129516',b'name',b'Caesars Circle',b'regular'
b'19129516',b'highway',b'residential',b'regular'
b'19129516',b'cfcc',b'A41',b'tiger'
b'19129516',b'county',"b'Lorain, OH'",b'tiger'
b'19129516',b'reviewed',b'no',b'tiger'
b'19129516',b'zip_left',b'44001',b'tiger'
b'19129516',b'name_base',b'Caesars',b'tiger'
b'19129516',b'name_type',b'Cir',b'tiger'
b'19129516',b'zip_right',b'44001',b'tiger'
b'19129744',b'name',b'East College Street',b'regular'
b'19129744',b'highway',b'residential',b'regular'
b'19129744',b'cfcc',b'A41',b'tiger'
b'19129744',b'county',"b'Lorain, OH'",b'tiger'
b'19129744',b'reviewed',b'no',b'tiger'
b'19129744',b'zip_left',b'44074',b'tiger'
b'19129744',b'name_base',b'College',b'tiger'
b'19129744',b'name_type',b'St',b'tiger'
b'19129744',b'zip_right',b'44074',b'tiger'
b'19129744',b'name_direction_prefix',b'E',b'tiger'
b'19129943',b'name',b'Trinter Road',b'regular'
b'19129943',b'name_1',b'Township Highway 68',b'regular'
b'19129943',b'highway',b'residential',b'regular'
b'19129943',b'cfcc',b'A41',b'tiger'
b'19129943',b'county',"b'Lorain, OH'",b'tiger'
b'19129943',b'reviewed',b'no',b'tiger'
b'19129943',b'zip_left',b'44089',b'tiger'
b'19129943',b'name_base',b'Trinter',b'tiger'
b'19129943',b'name_type',b'Rd',b'tiger'
b'19129943',b'zip_right',b'44089',b'tiger'
b'19129943',b'zip_left_1',b'44089',b'tiger'
b'19129943',b'name_base_1',b'Township Highway 68',b'tiger'
b'19129943',b'zip_right_1',b'44089',b'tiger'
b'19130160',b'name',b'E Street',b'regular'
b'19130160',b'highway',b'residential',b'regular'
b'19130160',b'cfcc',b'A41',b'tiger'
b'19130160',b'county',"b'Lorain, OH'",b'tiger'
b'19130160',b'reviewed',b'no',b'tiger'
b'19130160',b'zip_left',b'44052',b'tiger'
b'19130160',b'name_base',b'E',b'tiger'
b'19130160',b'name_type',b'St',b'tiger'
b'19130160',b'zip_right',b'44052',b'tiger'
b'19130353',b'name',b'Barkwood Drive',b'regular'
b'19130353',b'highway',b'residential',b'regular'
b'19130353',b'cfcc',b'A41',b'tiger'
b'19130353',b'county',"b'Lorain, OH'",b'tiger'
b'19130353',b'reviewed',b'no',b'tiger'
b'19130353',b'zip_left',b'44054',b'tiger'
b'19130353',b'name_base',b'Barkwood',b'tiger'
b'19130353',b'name_type',b'Dr',b'tiger'
b'19130353',b'zip_right',b'44054',b'tiger'
b'19130531',b'railway',b'rail',b'regular'
b'19130531',b'cfcc',b'B11',b'tiger'
b'19130531',b'tlid',b'55405969',b'tiger'
b'19130531',b'county',"b'Lorain, OH'",b'tiger'
b'19130531',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'19130531',b'reviewed',b'no',b'tiger'
b'19130531',b'name_base',b'Csx Railroad',b'tiger'
b'19130531',b'name_base_1',b'Baltimore and Ohio Railroad',b'tiger'
b'19130531',b'upload_uuid',b'bulk_upload.pl-9d620663-9ba6-457b-b1f4-ee01d0aaf2ff',b'tiger'
b'19130840',b'name',b'Forest Hill Drive',b'regular'
b'19130840',b'highway',b'residential',b'regular'
b'19130840',b'cfcc',b'A41',b'tiger'
b'19130840',b'county',"b'Lorain, OH'",b'tiger'
b'19130840',b'reviewed',b'no',b'tiger'
b'19130840',b'zip_left',b'44001',b'tiger'
b'19130840',b'name_base',b'Forest Hill',b'tiger'
b'19130840',b'name_type',b'Dr',b'tiger'
b'19130840',b'zip_right',b'44001',b'tiger'
b'19131043',b'name',b'Moss Canyon Drive',b'regular'
b'19131043',b'highway',b'residential',b'regular'
b'19131043',b'cfcc',b'A41',b'tiger'
b'19131043',b'county',"b'Lorain, OH'",b'tiger'
b'19131043',b'reviewed',b'no',b'tiger'
b'19131043',b'zip_left',b'44001',b'tiger'
b'19131043',b'name_base',b'Moss Canyon',b'tiger'
b'19131043',b'name_type',b'Dr',b'tiger'
b'19131043',b'zip_right',b'44001',b'tiger'
b'19131235',b'name',b'Elfleda Street',b'regular'
b'19131235',b'highway',b'residential',b'regular'
b'19131235',b'cfcc',b'A41',b'tiger'
b'19131235',b'county',"b'Lorain, OH'",b'tiger'
b'19131235',b'reviewed',b'no',b'tiger'
b'19131235',b'name_base',b'Elfleda',b'tiger'
b'19131235',b'name_type',b'St',b'tiger'
b'19131423',b'name',b'Crestline Avenue',b'regular'
b'19131423',b'highway',b'residential',b'regular'
b'19131423',b'cfcc',b'A41',b'tiger'
b'19131423',b'county',"b'Lorain, OH'",b'tiger'
b'19131423',b'reviewed',b'no',b'tiger'
b'19131423',b'zip_left',b'44001',b'tiger'
b'19131423',b'name_base',b'Crestline',b'tiger'
b'19131423',b'name_type',b'Ave',b'tiger'
b'19131423',b'zip_right',b'44001',b'tiger'
b'19131615',b'name',b'Loperwood Lane',b'regular'
b'19131615',b'highway',b'residential',b'regular'
b'19131615',b'cfcc',b'A41',b'tiger'
b'19131615',b'county',"b'Lorain, OH'",b'tiger'
b'19131615',b'reviewed',b'no',b'tiger'
b'19131615',b'name_base',b'Loperwood',b'tiger'
b'19131615',b'name_type',b'Ln',b'tiger'
b'19131813',b'gauge',b'1435',b'regular'
b'19131813',b'railway',b'rail',b'regular'
b'19131813',b'service',b'yard',b'regular'
b'19131813',b'cfcc',b'B11',b'tiger'
b'19131813',b'electrified',b'no',b'regular'
b'19131813',b'county',"b'Lorain, OH'",b'tiger'
b'19131813',b'reviewed',b'no',b'tiger'
b'19131813',b'name_base',b'Norfolk and Southern R R',b'tiger'
b'19132035',b'name',b'Birchwood Lane',b'regular'
b'19132035',b'highway',b'residential',b'regular'
b'19132035',b'cfcc',b'A41',b'tiger'
b'19132035',b'county',"b'Lorain, OH'",b'tiger'
b'19132035',b'reviewed',b'no',b'tiger'
b'19132035',b'zip_left',b'44012',b'tiger'
b'19132035',b'name_base',b'Birchwood',b'tiger'
b'19132035',b'name_type',b'Ln',b'tiger'
b'19132035',b'zip_right',b'44012',b'tiger'
b'19132241',b'name',b'Carol Lane',b'regular'
b'19132241',b'highway',b'residential',b'regular'
b'19132241',b'cfcc',b'A41',b'tiger'
b'19132241',b'county',"b'Lorain, OH'",b'tiger'
b'19132241',b'reviewed',b'no',b'tiger'
b'19132241',b'zip_left',b'44035',b'tiger'
b'19132241',b'name_base',b'Carol',b'tiger'
b'19132241',b'name_type',b'Ln',b'tiger'
b'19132241',b'zip_right',b'44035',b'tiger'
b'19132430',b'name',b'Gardenside Drive',b'regular'
b'19132430',b'highway',b'residential',b'regular'
b'19132430',b'cfcc',b'A41',b'tiger'
b'19132430',b'county',"b'Lorain, OH'",b'tiger'
b'19132430',b'reviewed',b'no',b'tiger'
b'19132430',b'name_base',b'Gardenside',b'tiger'
b'19132430',b'name_type',b'Dr',b'tiger'
b'19132660',b'name',b'Faxon Place',b'regular'
b'19132660',b'highway',b'residential',b'regular'
b'19132660',b'cfcc',b'A41',b'tiger'
b'19132660',b'county',"b'Lorain, OH'",b'tiger'
b'19132660',b'reviewed',b'no',b'tiger'
b'19132660',b'name_base',b'Faxon',b'tiger'
b'19132660',b'name_type',b'Pl',b'tiger'
b'19132850',b'name',b'Artino Street',b'regular'
b'19132850',b'highway',b'residential',b'regular'
b'19132850',b'cfcc',b'A41',b'tiger'
b'19132850',b'county',"b'Lorain, OH'",b'tiger'
b'19132850',b'reviewed',b'no',b'tiger'
b'19132850',b'zip_left',b'44074',b'tiger'
b'19132850',b'name_base',b'Artino',b'tiger'
b'19132850',b'name_type',b'St',b'tiger'
b'19132850',b'zip_right',b'44074',b'tiger'
b'19133011',b'name',b'Falcon Crest Avenue',b'regular'
b'19133011',b'highway',b'residential',b'regular'
